date,ticker,action,shares,price,cost,proceeds,pnl,pnl_pct,hold_days
2016-06-24,NVDA,BUY,22270,1.12258453,24999.9574831,,,,
2016-06-29,NVDA,SELL,22270,1.1451687803,,25502.908737281,502.95125418099997,2.011808438158327,5.0
2016-06-29,NVDA,BUY,21940,1.1451687803,25125.003039781997,,,,
2016-07-05,NVDA,SELL,21940,1.162352449,,25502.012731059996,377.0096912779991,1.5005359031441967,6.0
2016-07-05,NVDA,BUY,21697,1.162352449,25219.561085953,,,,
2016-07-11,NVDA,SELL,21697,1.2769920676,,27706.8968907172,2487.3358047641996,9.862724399869188,6.0
2016-07-11,NVDA,BUY,20236,1.2769920676,25841.2114799536,,,,
2016-07-18,NVDA,SELL,20236,1.3003127608,,26313.1290275488,471.9175475951997,1.8262206783969595,7.0
2016-08-12,NVDA,BUY,16775,1.5475121096,25959.51563854,,,,
2016-08-17,NVDA,SELL,16775,1.501116204,,25181.2243221,-778.2913164400015,-2.998096448627627,5.0
2016-09-09,NVDA,BUY,17601,1.463773712,25763.881104912,,,,
2016-09-14,NVDA,SELL,17601,1.4854155276,,26144.7987012876,380.9175963755988,1.4784946213052363,5.0
2016-09-14,NVDA,BUY,17409,1.4854155276,25859.598919988402,,,,
2016-09-19,NVDA,SELL,17409,1.565834547,,27259.613628723,1400.0147087345977,5.413907280876053,5.0
2016-09-19,NVDA,BUY,16738,1.565834547,26208.938647685998,,,,
2016-09-26,NVDA,SELL,16738,1.5823118385,,26484.735552813,275.7969051270011,1.0523009299781398,7.0
2016-09-26,NVDA,BUY,16608,1.5823118385,26279.035013808,,,,
2016-10-03,NVDA,SELL,16608,1.6833889547,,27957.7237596576,1678.6887458496021,6.387939073742838,7.0
2016-10-03,NVDA,BUY,15860,1.6833889547,26698.548821542,,,,
2016-10-10,NVDA,SELL,15860,1.6501884421,,26171.988691706,-526.5601298360016,-1.9722425115897737,7.0
2016-10-19,NVDA,BUY,16252,1.6346948695,26567.061019114,,,,
2016-10-24,NVDA,SELL,16252,1.7389690721,,28261.7253597692,1694.6643406551993,6.378817511790072,5.0
2016-10-24,NVDA,BUY,15521,1.7389690721,26990.5389680641,,,,
2016-10-31,NVDA,SELL,15521,1.7500359097,,27162.3073544537,171.7683863896018,0.6364022096514689,7.0
2016-10-31,NVDA,BUY,15447,1.7500359097,27032.8046971359,,,,
2016-11-07,NVDA,SELL,15447,1.7527411366,,27074.5923370602,41.78763992429958,0.15458122230553675,7.0
2016-11-07,NVDA,BUY,15429,1.7527411366,27043.0429966014,,,,
2016-11-14,NVDA,SELL,15429,2.0569562041,,31736.7772730589,4693.734276457497,17.356531500716756,7.0
2016-11-14,NVDA,BUY,13718,2.0569562041,28217.3252078438,,,,
2016-11-21,NVDA,SELL,13718,2.2866545655,,31368.327329529002,3151.0021216852,11.16690578740359,7.0
2016-12-28,TSLA,BUY,1980,14.6493333333,29005.679999934,,,,
2016-12-28,NVDA,BUY,10779,2.690785093,29003.972517447,,,,
2017-01-03,TSLA,SELL,1980,14.466,,28642.68,-362.9999999339998,-1.2514790204360886,6.0
2017-01-03,NVDA,SELL,10779,2.5124667033,,27081.878594870697,-1922.0939225763032,-6.627002288807471,6.0
2017-01-03,TSLA,BUY,1965,14.466,28425.69,,,,
2017-01-09,TSLA,SELL,1965,15.4186666667,,30297.6800000655,1871.9900000654998,6.585556938338177,6.0
2017-01-09,TSLA,BUY,1874,15.4186666667,28894.5813333958,,,,
2017-01-17,TSLA,SELL,1874,15.7053333333,,29431.7946666042,537.2133332084013,1.8592182631402239,8.0
2017-01-17,TSLA,BUY,1848,15.7053333333,29023.4559999384,,,,
2017-01-18,NVDA,BUY,11485,2.5356185385,29121.5789146725,,,,
2017-01-23,TSLA,SELL,1848,16.5946666667,,30666.9440000616,1643.4880001232013,5.662619917237588,6.0
2017-01-23,NVDA,SELL,11485,2.5883259078,,29726.923051083,605.3441364104983,2.078678969241956,5.0
2017-01-23,TSLA,BUY,1783,16.5946666667,29588.2906667261,,,,
2017-01-23,NVDA,BUY,11435,2.5883259078,29597.506755692997,,,,
2017-01-30,TSLA,SELL,1783,16.7086666667,,29791.5526667261,203.2619999999988,0.686967700464638,7.0
2017-01-30,NVDA,SELL,11435,2.7097498942,,30985.990040177,1388.483284484002,4.691217054007188,7.0
2017-01-30,TSLA,BUY,1795,16.7086666667,29992.0566667265,,,,
2017-01-30,NVDA,BUY,11069,2.7097498942,29994.221578899796,,,,
2017-02-06,TSLA,SELL,1795,17.1846666667,,30846.4766667265,854.4199999999983,2.8488209711470063,7.0
2017-02-06,NVDA,SELL,11069,2.8892997644,,31981.6590921436,1987.4375132438036,6.626067984514446,7.0
2017-02-06,TSLA,BUY,1786,17.1846666667,30691.8146667262,,,,
2017-02-06,NVDA,BUY,10627,2.8892997644,30704.5885962788,,,,
2017-02-13,TSLA,SELL,1786,18.7066666667,,33410.1066667262,2718.2919999999976,8.856732746229465,7.0
2017-02-13,NVDA,SELL,10627,2.6693573307,,28367.260353348902,-2337.3282429298997,-7.612309266417492,7.0
2017-02-13,TSLA,BUY,1646,18.7066666667,30791.173333388197,,,,
2017-02-13,NVDA,BUY,11539,2.6693573307,30801.7142389473,,,,
2017-02-21,TSLA,SELL,1646,18.4926666667,,30438.9293333882,-352.24399999999514,-1.1439771917299573,8.0
2017-02-21,NVDA,SELL,11539,2.7356109866,,31566.215174377397,764.5009354300964,2.4820077528783195,8.0
2017-02-21,TSLA,BUY,1671,18.4926666667,30901.2460000557,,,,
2017-02-21,NVDA,BUY,11297,2.7356109866,30904.197315620197,,,,
2017-02-27,TSLA,SELL,1671,16.4153333333,,27430.021999944303,-3471.224000111397,-11.23328166153928,6.0
2017-02-27,NVDA,SELL,11297,2.5748282312,,29087.834527866402,-1816.3627877537947,-5.8773983650296415,6.0
2017-02-27,NVDA,BUY,11489,2.5748282312,29582.201548256802,,,,
2017-03-06,NVDA,SELL,11489,2.4086148199,,27672.5756658311,-1909.625882425702,-6.45532036995479,7.0
2017-03-06,NVDA,BUY,12084,2.4086148199,29105.7014836716,,,,
2017-03-13,NVDA,SELL,12084,2.5116967278,,30351.3432587352,1245.6417750635992,4.279717414687325,7.0
2017-03-13,NVDA,BUY,11712,2.5116967278,29416.9920759936,,,,
2017-03-20,NVDA,SELL,11712,2.6991183786,,31612.074450163203,2195.082374169604,7.461953854761882,7.0
2017-03-20,NVDA,BUY,11102,2.6991183786,29965.6122392172,,,,
2017-03-27,NVDA,SELL,11102,2.6695254863,,29637.0719489026,-328.5402903145987,-1.096391048819046,7.0
2017-03-27,NVDA,BUY,11194,2.6695254863,29882.6682936422,,,,
2017-04-03,NVDA,SELL,11194,2.672731383,,29918.555101301998,35.88680765979734,0.1200923803294851,7.0
2017-04-03,NVDA,BUY,11184,2.672731383,29891.827787472,,,,
2017-04-05,TSLA,BUY,1490,19.6666666667,29303.333333382998,,,,
2017-04-10,NVDA,SELL,11184,2.4110808942,,26965.5287207328,-2926.2990667392005,-9.789629083724497,7.0
2017-04-10,TSLA,SELL,1490,20.826,,31030.74,1727.4066666170038,5.8949152540578105,5.0
2017-04-10,TSLA,BUY,1420,20.826,29572.920000000002,,,,
2017-04-10,NVDA,BUY,12274,2.4110808942,29593.606895410798,,,,
