date,ticker,action,shares,price,cost,proceeds,pnl,pnl_pct,hold_days
2021-06-07,NVDA,SELL,2670,17.5769720828,,46930.515461076,3607.8882567000037,8.327953518792084,6.0
2021-06-07,TSLA,BUY,217,201.71,43771.07,,,,
2021-06-07,NVDA,BUY,2498,17.5769720828,43907.276262834406,,,,
2021-06-14,TSLA,SELL,217,205.8966666667,,44679.5766666739,908.5066666739003,2.0755870639532032,7.0
2021-06-14,NVDA,SELL,2498,17.9799108289,,44913.8172505922,1006.5409877577913,2.2924241115129007,7.0
2021-06-14,TSLA,BUY,215,205.8966666667,44267.7833333405,,,,
2021-06-21,TSLA,SELL,215,206.9433333333,,44492.8166666595,225.0333333189992,0.5083456102250995,7.0
2021-06-21,TSLA,BUY,214,206.9433333333,44285.8733333262,,,,
2021-06-28,TSLA,SELL,214,229.5733333333,,49128.693333326206,4842.820000000007,10.935360726770776,7.0
2021-06-28,TSLA,BUY,198,229.5733333333,45455.519999993405,,,,
2021-07-06,TSLA,SELL,198,219.86,,43532.280000000006,-1923.2399999933987,-4.2310372865466706,8.0
2021-07-22,NVDA,BUY,2310,19.5517653989,45164.578071459,,,,
2021-07-27,NVDA,SELL,2310,19.1665974167,,44274.840032577,-889.738038882002,-1.9699908133189274,5.0
2021-07-27,NVDA,BUY,2345,19.1665974167,44945.6709421615,,,,
2021-08-02,NVDA,SELL,2345,19.7074291431,,46213.921340569505,1268.250398408003,2.8217409415025836,6.0
2021-08-02,NVDA,BUY,2297,19.7074291431,45267.9647417007,,,,
2021-08-09,NVDA,SELL,2297,20.251254403,,46517.131363691005,1249.1666219903054,2.7594936708951976,7.0
2021-08-09,NVDA,BUY,2251,20.251254403,45585.573661153,,,,
2021-08-16,NVDA,SELL,2251,19.9069980458,,44810.652601095804,-774.9210600571969,-1.6999260902524695,7.0
2021-08-16,NVDA,BUY,2280,19.9069980458,45387.955544424,,,,
2021-08-23,NVDA,SELL,2280,21.910669829,,49956.32721012,4568.371665695995,10.065162906984535,7.0
2021-08-23,NVDA,BUY,2123,21.910669829,46516.352046967,,,,
2021-08-30,NVDA,SELL,2123,22.6390963239,,48062.801495639695,1546.449448672698,3.3245286455637504,7.0
2021-08-30,NVDA,BUY,2072,22.6390963239,46908.2075831208,,,,
2021-09-07,NVDA,SELL,2072,22.6171931354,,46862.8241765488,-45.38340657200024,-0.09674939399800483,8.0
2021-09-22,NVDA,BUY,2142,21.8976186825,46904.699217915,,,,
2021-09-27,NVDA,SELL,2142,21.6171742702,,46303.9872867684,-600.711931146594,-1.280707351636018,5.0
2021-09-27,NVDA,BUY,2163,21.6171742702,46757.9479464426,,,,
2021-10-04,NVDA,SELL,2163,19.6929862743,,42595.9293113109,-4162.018635131695,-8.901200368970317,7.0
2021-10-04,NVDA,BUY,2321,19.6929862743,45707.4211426503,,,,
2021-10-11,NVDA,SELL,2321,20.6540822494,,47938.124900857394,2230.7037582070916,4.88039732376323,7.0
2021-10-11,NVDA,BUY,2240,20.6540822494,46265.144238655994,,,,
2021-10-13,AAPL,BUY,336,137.82853248,46310.38691328,,,,
2021-10-18,NVDA,SELL,2240,22.1780630948,,49678.861332352,3413.717093696003,7.378593863420256,7.0
2021-10-18,AAPL,SELL,336,143.3451950532,,48163.9855378752,1853.5986245952008,4.002554822239368,5.0
2021-10-18,AAPL,BUY,332,143.3451950532,47590.6047576624,,,,
2021-10-18,NVDA,BUY,2145,22.1780630948,47571.945338346,,,,
2021-10-25,AAPL,SELL,332,145.3894902266,,48269.3107552312,678.7059975688026,1.4261344251136554,7.0
2021-10-25,NVDA,SELL,2145,23.1201966364,,49592.821785078,2020.8764467319997,4.248042480413444,7.0
2021-10-25,AAPL,BUY,331,145.3894902266,48123.9212650046,,,,
2021-10-25,NVDA,BUY,2087,23.1201966364,48251.8503801668,,,,
2021-11-01,AAPL,SELL,331,145.7024923584,,48227.5249706304,103.6037056257992,0.21528525295203133,7.0
2021-11-01,NVDA,SELL,2087,25.7759353591,,53794.3770944417,5542.5267142749,11.48666148677497,7.0
2021-11-04,NVDA,BUY,1670,29.7420780438,49669.270333146,,,,
2021-11-09,NVDA,SELL,1670,30.5963855772,,51095.963913924,1426.6935807780028,2.8723868323588375,5.0
2021-11-09,NVDA,BUY,1635,30.5963855772,50025.090418722,,,,
2021-11-15,NVDA,SELL,1635,29.9656351553,,48993.8134789155,-1031.2769398064993,-2.0615193919180657,6.0
2021-11-19,NVDA,BUY,1512,32.919782701,49774.711443912005,,,,
2021-11-24,NVDA,SELL,1512,32.6093976042,,49305.4091775504,-469.3022663616066,-0.9428528116942158,5.0
2021-12-14,NVDA,BUY,1755,28.2845712964,49639.422625182,,,,
2021-12-20,NVDA,SELL,1755,27.667714711,,48556.839317804996,-1082.5833073770045,-2.1808942371296007,6.0
2021-12-20,NVDA,BUY,1785,27.667714711,49386.870759134996,,,,
2021-12-27,NVDA,SELL,1785,30.8877460129,,55134.6266330265,5747.755873891503,11.638226487205305,7.0
2021-12-27,NVDA,BUY,1645,30.8877460129,50810.3421912205,,,,
2022-01-03,NVDA,SELL,1645,30.0652705657,,49457.370080576504,-1352.9721106439974,-2.662788818764888,7.0
2022-01-03,NVDA,BUY,1679,30.0652705657,50479.5892798103,,,,
2022-01-10,NVDA,SELL,1679,27.3493049202,,45919.482961015805,-4560.1063187944965,-9.033564622559929,7.0
2022-01-10,NVDA,BUY,1804,27.3493049202,49338.1460760408,,,,
2022-01-18,NVDA,SELL,1804,25.8550746477,,46642.5546644508,-2695.5914115900014,-5.463503649763228,8.0
2022-01-18,NVDA,BUY,1882,25.8550746477,48659.2504869714,,,,
2022-01-24,NVDA,SELL,1882,23.3287574669,,43904.7215527058,-4754.528934265603,-9.771068988287505,6.0
2022-01-24,NVDA,BUY,2035,23.3287574669,47474.0214451415,,,,
2022-01-31,NVDA,SELL,2035,24.4406963604,,49736.817093414,2262.7956482724985,4.766387130037567,7.0
2022-01-31,NVDA,BUY,1966,24.4406963604,48050.4090445464,,,,
2022-02-07,NVDA,SELL,1966,24.6822486155,,48525.300778073004,474.89173352660146,0.9883198561043247,7.0
2022-02-07,NVDA,BUY,1951,24.6822486155,48155.0670488405,,,,
2022-02-14,NVDA,SELL,1951,24.222101551,,47257.320126001,-897.7469228394984,-1.864283403299954,7.0
2022-02-14,NVDA,BUY,1979,24.222101551,47935.538969429006,,,,
2022-02-22,NVDA,SELL,1979,23.3467241636,,46203.1671197644,-1732.3718496646034,-3.6139613466522715,8.0
2022-02-22,NVDA,BUY,2035,23.3467241636,47510.583672926005,,,,
2022-02-28,NVDA,SELL,2035,24.3398832291,,49531.6623712185,2021.0786982924983,4.253954681352847,6.0
2022-02-28,NVDA,BUY,1972,24.3398832291,47998.2497277852,,,,
2022-03-07,NVDA,SELL,1972,21.3160146589,,42035.1809073508,-5963.068820434404,-12.423513053607254,7.0
2022-03-07,NVDA,BUY,2182,21.3160146589,46511.5439857198,,,,
2022-03-09,AAPL,BUY,296,159.8220444388,47307.3251538848,,,,
2022-03-09,TSLA,BUY,165,286.3233333333,47243.349999994505,,,,
2022-03-14,NVDA,SELL,2182,21.2940517364,,46463.6208888248,-47.92309689499962,-0.10303484423073582,7.0
2022-03-14,AAPL,SELL,296,147.7287286491,,43727.7036801336,-3579.621473751198,-7.566738263275592,5.0
2022-03-14,TSLA,SELL,165,255.4566666667,,42150.3500000055,-5092.999999989006,-10.780353213710706,5.0
2022-03-14,AAPL,BUY,300,147.7287286491,44318.61859473,,,,
2022-03-14,TSLA,BUY,173,255.4566666667,44194.0033333391,,,,
2022-03-14,NVDA,BUY,2082,21.2940517364,44334.2157151848,,,,
2022-03-21,AAPL,SELL,300,162.2053986455,,48661.61959365,4343.000998920004,9.799495418921824,7.0
2022-03-21,TSLA,SELL,173,307.0533333333,,53120.22666666089,8926.223333321796,20.19781567647217,7.0
2022-03-21,NVDA,SELL,2082,26.6889441688,,55566.381759441596,11232.166044256795,25.3352086262568,7.0
2022-03-21,AAPL,BUY,311,162.2053986455,50445.8789787505,,,,
2022-03-21,TSLA,BUY,164,307.0533333333,50356.746666661194,,,,
2022-03-21,NVDA,BUY,1891,26.6889441688,50468.7934232008,,,,
2022-03-28,AAPL,SELL,311,172.2292175726,,53563.286665078595,3117.4076863280934,6.179707340695273,7.0
2022-03-28,TSLA,SELL,164,363.9466666667,,59687.253333338806,9330.506666677611,18.528811498569052,7.0
2022-03-28,NVDA,SELL,1891,28.1714414415,,53272.1957658765,2803.402342675705,5.5547243207660335,7.0
2022-03-28,AAPL,BUY,315,172.2292175726,54252.203535369,,,,
2022-03-28,NVDA,BUY,1926,28.1714414415,54258.196216329,,,,
2022-04-04,AAPL,SELL,315,175.0147015014,,55129.630972941,877.4274375719979,1.6173120728635006,7.0
2022-04-04,NVDA,SELL,1926,27.313889147,,52606.550497122,-1651.645719207001,-3.0440483362584336,7.0
2022-04-13,NVDA,BUY,2440,22.1655804361,54084.016264084,,,,
2022-04-18,NVDA,SELL,2440,21.7462882781,,53060.943398564,-1023.07286552,-1.8916362655548618,5.0
2022-04-18,NVDA,BUY,2475,21.7462882781,53822.0634882975,,,,
2022-04-25,NVDA,SELL,2475,19.8684583993,,49174.4345382675,-4647.628950029997,-8.635174218172686,7.0
2022-04-25,NVDA,BUY,2651,19.8684583993,52671.283216544296,,,,
2022-05-02,NVDA,SELL,2651,19.5000802891,,51694.7128464041,-976.5703701401944,-1.8540850165455056,7.0
2022-05-02,NVDA,BUY,2688,19.5000802891,52416.215817100805,,,,
2022-05-09,NVDA,SELL,2688,16.9214335176,,45484.8132953088,-6931.402521792006,-13.223775149999724,7.0
2022-05-09,NVDA,BUY,2996,16.9214335176,50696.6148187296,,,,
2022-05-11,AAPL,BUY,350,143.897938675,50364.27853625,,,,
2022-05-16,NVDA,SELL,2996,17.2349043214,,51635.77334691439,939.1585281847947,1.8525073745906722,7.0
2022-05-16,AAPL,SELL,350,142.9549897254,,50034.24640389,-330.0321323600001,-0.6552901023340588,5.0
2022-05-16,AAPL,BUY,355,142.9549897254,50749.021352517,,,,
2022-05-16,NVDA,BUY,2950,17.2349043214,50842.967748129995,,,,
2022-05-23,AAPL,SELL,355,140.5681501965,,49901.6933197575,-847.3280327594985,-1.669644084116854,7.0
2022-05-23,NVDA,SELL,2950,16.8695211552,,49765.08740784,-1077.880340289994,-2.120018535561659,7.0
2022-05-23,AAPL,BUY,358,140.5681501965,50323.397770347,,,,
2022-05-23,NVDA,BUY,2985,16.8695211552,50355.520648272,,,,
2022-05-31,AAPL,SELL,358,146.1963767399,,52338.3028728842,2014.9051025371955,4.003913073859406,8.0
2022-05-31,NVDA,SELL,2985,18.6405313653,,55641.986125420495,5286.465477148493,10.498283820901978,8.0
2022-05-31,AAPL,BUY,357,146.1963767399,52192.1064961443,,,,
2022-05-31,NVDA,BUY,2800,18.6405313653,52193.48782284,,,,
2022-06-06,AAPL,SELL,357,143.5443328189,,51245.3268163473,-946.7796797970004,-1.8140284869838388,6.0
2022-06-06,NVDA,SELL,2800,18.7543392367,,52512.14986276,318.66203992000374,0.6105398455103039,6.0
2022-06-06,AAPL,BUY,362,143.5443328189,51963.048480441794,,,,
2022-06-06,NVDA,BUY,2774,18.7543392367,52024.53704260581,,,,
2022-06-13,AAPL,SELL,362,129.5376119622,,46892.6155303164,-5070.432950125396,-9.757766525252725,7.0
2022-06-13,NVDA,SELL,2774,15.6239801417,,43340.9209130758,-8683.616129530004,-16.691385686754895,7.0
2022-06-13,AAPL,BUY,375,129.5376119622,48576.604485825,,,,
2022-06-13,NVDA,BUY,3110,15.6239801417,48590.578240687,,,,
2022-06-15,TSLA,BUY,212,233.0,49396.0,,,,
2022-06-21,AAPL,SELL,375,133.4567435343,,50046.2788253625,1469.6743395374942,3.02547770700267,8.0
2022-06-21,NVDA,SELL,3110,16.5416281094,,51444.463420234,2853.8851795470036,5.87333035102126,8.0
2022-06-21,TSLA,SELL,212,237.0366666667,,50251.7733333404,855.773333340403,1.732474964248927,6.0
2022-06-21,AAPL,BUY,373,133.4567435343,49779.365338293894,,,,
2022-06-21,TSLA,BUY,210,237.0366666667,49777.700000007,,,,
2022-06-21,NVDA,BUY,3016,16.5416281094,49889.55037795041,,,,
2022-06-27,AAPL,SELL,373,139.1439043871,,51900.6763363883,2121.3109980944064,4.26142636347061,6.0
2022-06-27,TSLA,SELL,210,244.92,,51433.2,1655.4999999930005,3.325786446526787,6.0
2022-06-27,NVDA,SELL,3016,16.8441823359,,50802.053925074404,912.5035471239971,1.829047446230939,6.0
2022-06-27,AAPL,BUY,367,139.1439043871,51065.8129100657,,,,
2022-06-27,TSLA,BUY,208,244.92,50943.36,,,,
2022-06-27,NVDA,BUY,3031,16.8441823359,51054.71666011291,,,,
2022-07-05,AAPL,SELL,367,139.0456805381,,51029.7647574827,-36.048152583003684,-0.0705915573036972,8.0
2022-07-05,TSLA,SELL,208,233.0666666667,,48477.8666666736,-2465.493333326398,-4.839675540298868,8.0
2022-07-05,NVDA,SELL,3031,14.9419849709,,45289.1564467979,-5765.56021331501,-11.292904143799538,8.0
2022-07-05,AAPL,BUY,352,139.0456805381,48944.079549411195,,,,
2022-07-05,TSLA,BUY,210,233.0666666667,48944.000000007,,,,
2022-07-05,NVDA,BUY,3279,14.9419849709,48994.7687195811,,,,
2022-07-11,AAPL,SELL,352,142.2968899376,,50088.505258035206,1144.4257086240104,2.3382311388012957,6.0
2022-07-11,TSLA,SELL,210,234.3433333333,,49212.099999993,268.0999999859996,0.5477688786898501,6.0
2022-07-11,NVDA,SELL,3279,15.1297083854,,49610.3137957266,615.5450761454995,1.2563485699229258,6.0
2022-07-11,AAPL,BUY,347,142.2968899376,49377.0208083472,,,,
2022-07-11,TSLA,BUY,211,234.3433333333,49446.4433333263,,,,
2022-07-11,NVDA,BUY,3272,15.1297083854,49504.405837028804,,,,
2022-07-18,AAPL,SELL,347,144.4578146139,,50126.861671023304,749.8408626761011,1.5186028853108502,7.0
2022-07-18,TSLA,SELL,211,240.5466666667,,50755.3466666737,1308.9033333474,2.6471132099914136,7.0
2022-07-18,NVDA,SELL,3272,16.0773122171,,52604.965574351205,3100.559737322401,6.263199577689332,7.0
2022-07-18,AAPL,BUY,351,144.4578146139,50704.69292947891,,,,
2022-07-18,TSLA,BUY,211,240.5466666667,50755.3466666737,,,,
2022-07-18,NVDA,BUY,3159,16.0773122171,50788.229293818906,,,,
2022-07-25,AAPL,SELL,351,150.2333769307,,52731.9153026757,2027.2223731967897,3.998096144702608,7.0
2022-07-25,TSLA,SELL,211,268.4333333333,,56639.433333326306,5884.086666652605,11.593038079899745,7.0
